rule_id,month,channel,hit,actual,threshold,reason
R36,2025-10,WB-武汉优嘉,False,2.12682927,连续3个完整月上升,4.351379 -> 1.361203 -> 2.126829
R37,2025-10,WB-武汉优嘉,True,0.76562614,> 0.05（5个百分点）,本月CAC率 2.126829 - 上月 1.361203
R37,2025-09,XM-亚德,False,-1.07668211,> 0.05（5个百分点）,本月CAC率 1.333793 - 上月 2.410475
R36,2025-10,XM-亚德,False,2.24656023,连续3个完整月上升,2.410475 -> 1.333793 -> 2.246560
R37,2025-10,XM-亚德,True,0.91276730,> 0.05（5个百分点）,本月CAC率 2.246560 - 上月 1.333793
R37,2025-09,vivo,False,-1.04541490,> 0.05（5个百分点）,本月CAC率 1.808373 - 上月 2.853788
R36,2025-10,vivo,False,4.11143779,连续3个完整月上升,2.853788 -> 1.808373 -> 4.111438
R37,2025-10,vivo,True,2.30306441,> 0.05（5个百分点）,本月CAC率 4.111438 - 上月 1.808373
R37,2025-09,三金手机摄影教学-sp-短直视频,False,0.03495431,> 0.05（5个百分点）,本月CAC率 0.839385 - 上月 0.804431
R36,2025-10,三金手机摄影教学-sp-短直视频,True,0.85821830,连续3个完整月上升,0.804431 -> 0.839385 -> 0.858218
R37,2025-10,三金手机摄影教学-sp-短直视频,False,0.01883335,> 0.05（5个百分点）,本月CAC率 0.858218 - 上月 0.839385
R37,2025-09,东升-摄影粉-DY-直播,True,0.14296286,> 0.05（5个百分点）,本月CAC率 1.142867 - 上月 0.999904
R36,2025-10,东升-摄影粉-DY-直播,False,0.97535685,连续3个完整月上升,0.999904 -> 1.142867 -> 0.975357
R37,2025-10,东升-摄影粉-DY-直播,False,-0.16751035,> 0.05（5个百分点）,本月CAC率 0.975357 - 上月 1.142867
R37,2025-09,东莞聚力-APP-垂直应用,True,0.11276885,> 0.05（5个百分点）,本月CAC率 1.782871 - 上月 1.670102
R36,2025-10,东莞聚力-APP-垂直应用,True,1.98552635,连续3个完整月上升,1.670102 -> 1.782871 -> 1.985526
R37,2025-10,东莞聚力-APP-垂直应用,True,0.20265530,> 0.05（5个百分点）,本月CAC率 1.985526 - 上月 1.782871
R37,2025-09,乐推YK-APP-垂直应用,True,0.91747159,> 0.05（5个百分点）,本月CAC率 1.544712 - 上月 0.627241
R36,2025-10,乐推YK-APP-垂直应用,True,2.53263761,连续3个完整月上升,0.627241 -> 1.544712 -> 2.532638
R37,2025-10,乐推YK-APP-垂直应用,True,0.98792545,> 0.05（5个百分点）,本月CAC率 2.532638 - 上月 1.544712
R37,2025-09,互动吧-G-公众号,False,-0.04359955,> 0.05（5个百分点）,本月CAC率 0.457490 - 上月 0.501089
R36,2025-10,互动吧-G-公众号,False,0.48017598,连续3个完整月上升,0.501089 -> 0.457490 -> 0.480176
R37,2025-10,互动吧-G-公众号,False,0.02268631,> 0.05（5个百分点）,本月CAC率 0.480176 - 上月 0.457490
R37,2025-10,互选平台-G-公众号,True,0.43099254,> 0.05（5个百分点）,本月CAC率 0.430993 - 上月 0.000000
R37,2025-09,今日头条,False,-0.14262905,> 0.05（5个百分点）,本月CAC率 1.412208 - 上月 1.554837
R36,2025-10,今日头条,False,1.53004097,连续3个完整月上升,1.554837 -> 1.412208 -> 1.530041
R37,2025-10,今日头条,True,0.11783290,> 0.05（5个百分点）,本月CAC率 1.530041 - 上月 1.412208
R37,2025-09,优量汇,True,0.09966827,> 0.05（5个百分点）,本月CAC率 1.882860 - 上月 1.783191
R36,2025-10,优量汇,False,1.75539901,连续3个完整月上升,1.783191 -> 1.882860 -> 1.755399
R37,2025-10,优量汇,False,-0.12746063,> 0.05（5个百分点）,本月CAC率 1.755399 - 上月 1.882860
R37,2025-09,公众号,True,0.09588360,> 0.05（5个百分点）,本月CAC率 1.550339 - 上月 1.454456
R36,2025-10,公众号,False,1.45700903,连续3个完整月上升,1.454456 -> 1.550339 -> 1.457009
R37,2025-10,公众号,False,-0.09333036,> 0.05（5个百分点）,本月CAC率 1.457009 - 上月 1.550339
R37,2025-09,北海-摄影粉-DY-直播,False,0.02223181,> 0.05（5个百分点）,本月CAC率 1.153532 - 上月 1.131300
R36,2025-10,北海-摄影粉-DY-直播,False,1.10847418,连续3个完整月上升,1.131300 -> 1.153532 -> 1.108474
R37,2025-10,北海-摄影粉-DY-直播,False,-0.04505806,> 0.05（5个百分点）,本月CAC率 1.108474 - 上月 1.153532
R37,2025-09,千川直播,False,-1.02741716,> 0.05（5个百分点）,本月CAC率 3.793710 - 上月 4.821127
R36,2025-10,千川直播,False,4.00696755,连续3个完整月上升,4.821127 -> 3.793710 -> 4.006968
R37,2025-10,千川直播,True,0.21325761,> 0.05（5个百分点）,本月CAC率 4.006968 - 上月 3.793710
R37,2025-09,华为-东莞聚力,False,-1.01523752,> 0.05（5个百分点）,本月CAC率 0.969017 - 上月 1.984255
R36,2025-10,华为-东莞聚力,False,0.63945915,连续3个完整月上升,1.984255 -> 0.969017 -> 0.639459
R37,2025-10,华为-东莞聚力,False,-0.32955823,> 0.05（5个百分点）,本月CAC率 0.639459 - 上月 0.969017
R37,2025-09,华为亚德,True,0.27174237,> 0.05（5个百分点）,本月CAC率 1.334266 - 上月 1.062523
R36,2025-10,华为亚德,False,1.31672707,连续3个完整月上升,1.062523 -> 1.334266 -> 1.316727
R37,2025-10,华为亚德,False,-0.01753878,> 0.05（5个百分点）,本月CAC率 1.316727 - 上月 1.334266
R37,2025-09,南昌微动-G-公众号,True,0.22950336,> 0.05（5个百分点）,本月CAC率 1.449598 - 上月 1.220094
R36,2025-10,南昌微动-G-公众号,False,1.25371855,连续3个完整月上升,1.220094 -> 1.449598 -> 1.253719
R37,2025-10,南昌微动-G-公众号,False,-0.19587900,> 0.05（5个百分点）,本月CAC率 1.253719 - 上月 1.449598
R37,2025-09,南昌高森-G-公众号,False,-0.62557971,> 0.05（5个百分点）,本月CAC率 1.585874 - 上月 2.211454
R36,2025-10,南昌高森-G-公众号,False,1.68777441,连续3个完整月上升,2.211454 -> 1.585874 -> 1.687774
R37,2025-10,南昌高森-G-公众号,True,0.10190017,> 0.05（5个百分点）,本月CAC率 1.687774 - 上月 1.585874
R37,2025-09,南昌高森-G-视频号,True,0.64169401,> 0.05（5个百分点）,本月CAC率 2.263359 - 上月 1.621665
R36,2025-10,南昌高森-G-视频号,True,3.15739003,连续3个完整月上升,1.621665 -> 2.263359 -> 3.157390
R37,2025-10,南昌高森-G-视频号,True,0.89403094,> 0.05（5个百分点）,本月CAC率 3.157390 - 上月 2.263359
R37,2025-09,合肥哲礼-G-公众号,False,-0.44320511,> 0.05（5个百分点）,本月CAC率 1.027509 - 上月 1.470714
R36,2025-10,合肥哲礼-G-公众号,False,1.05944703,连续3个完整月上升,1.470714 -> 1.027509 -> 1.059447
R37,2025-10,合肥哲礼-G-公众号,False,0.03193785,> 0.05（5个百分点）,本月CAC率 1.059447 - 上月 1.027509
R37,2025-10,合肥哲礼-G-视频号,False,-1.98998048,> 0.05（5个百分点）,本月CAC率 1.277606 - 上月 3.267587
R37,2025-09,喜马拉雅,True,0.29446766,> 0.05（5个百分点）,本月CAC率 1.294265 - 上月 0.999797
R36,2025-10,喜马拉雅,False,0.99691914,连续3个完整月上升,0.999797 -> 1.294265 -> 0.996919
R37,2025-10,喜马拉雅,False,-0.29734579,> 0.05（5个百分点）,本月CAC率 0.996919 - 上月 1.294265
R37,2025-09,喜鹊-XCX-垂直应用,True,0.29212497,> 0.05（5个百分点）,本月CAC率 1.480066 - 上月 1.187941
R36,2025-10,喜鹊-XCX-垂直应用,True,1.67779238,连续3个完整月上升,1.187941 -> 1.480066 -> 1.677792
R37,2025-10,喜鹊-XCX-垂直应用,True,0.19772650,> 0.05（5个百分点）,本月CAC率 1.677792 - 上月 1.480066
R37,2025-09,存量MVP,False,-0.30490429,> 0.05（5个百分点）,本月CAC率 0.025585 - 上月 0.330489
R37,2025-09,安徽煜旻-G-公众号,True,0.83376439,> 0.05（5个百分点）,本月CAC率 2.362058 - 上月 1.528293
R36,2025-10,安徽煜旻-G-公众号,False,1.44563696,连续3个完整月上升,1.528293 -> 2.362058 -> 1.445637
R37,2025-10,安徽煜旻-G-公众号,False,-0.91642092,> 0.05（5个百分点）,本月CAC率 1.445637 - 上月 2.362058
R37,2025-09,安徽煜旻-G-视频号,True,0.26083838,> 0.05（5个百分点）,本月CAC率 0.892514 - 上月 0.631676
R36,2025-10,安徽煜旻-G-视频号,False,0.62572494,连续3个完整月上升,0.631676 -> 0.892514 -> 0.625725
R37,2025-10,安徽煜旻-G-视频号,False,-0.26678955,> 0.05（5个百分点）,本月CAC率 0.625725 - 上月 0.892514
R37,2025-09,小徐老师手机摄影-摄影粉-DY-直播,False,0.04824927,> 0.05（5个百分点）,本月CAC率 0.957596 - 上月 0.909347
R36,2025-10,小徐老师手机摄影-摄影粉-DY-直播,True,0.99263775,连续3个完整月上升,0.909347 -> 0.957596 -> 0.992638
R37,2025-10,小徐老师手机摄影-摄影粉-DY-直播,False,0.03504185,> 0.05（5个百分点）,本月CAC率 0.992638 - 上月 0.957596
R37,2025-09,小程序,True,0.09973938,> 0.05（5个百分点）,本月CAC率 1.892118 - 上月 1.792378
R36,2025-10,小程序,False,1.58414158,连续3个完整月上升,1.792378 -> 1.892118 -> 1.584142
R37,2025-10,小程序,False,-0.30797601,> 0.05（5个百分点）,本月CAC率 1.584142 - 上月 1.892118
R37,2025-09,小红书,True,0.05498891,> 0.05（5个百分点）,本月CAC率 1.648447 - 上月 1.593458
R36,2025-10,小红书,False,1.58518563,连续3个完整月上升,1.593458 -> 1.648447 -> 1.585186
R37,2025-10,小红书,False,-0.06326158,> 0.05（5个百分点）,本月CAC率 1.585186 - 上月 1.648447
R37,2025-09,广州开域-G-视频号,True,4.26769094,> 0.05（5个百分点）,本月CAC率 6.085882 - 上月 1.818191
R37,2025-09,微信,False,-0.14092566,> 0.05（5个百分点）,本月CAC率 1.571658 - 上月 1.712583
R36,2025-10,微信,False,1.46828764,连续3个完整月上升,1.712583 -> 1.571658 -> 1.468288
R37,2025-10,微信,False,-0.10336987,> 0.05（5个百分点）,本月CAC率 1.468288 - 上月 1.571658
R37,2025-09,微博,True,0.29619985,> 0.05（5个百分点）,本月CAC率 2.087347 - 上月 1.791147
R36,2025-10,微博,False,1.81360839,连续3个完整月上升,1.791147 -> 2.087347 -> 1.813608
R37,2025-10,微博,False,-0.27373849,> 0.05（5个百分点）,本月CAC率 1.813608 - 上月 2.087347
R37,2025-09,快手,True,0.16181259,> 0.05（5个百分点）,本月CAC率 1.969053 - 上月 1.807240
R36,2025-10,快手,False,1.42106074,连续3个完整月上升,1.807240 -> 1.969053 -> 1.421061
R37,2025-10,快手,False,-0.54799218,> 0.05（5个百分点）,本月CAC率 1.421061 - 上月 1.969053
R37,2025-10,快手直播,True,2.98002883,> 0.05（5个百分点）,本月CAC率 4.255672 - 上月 1.275643
R37,2025-09,快手私信,False,-0.93985689,> 0.05（5个百分点）,本月CAC率 1.924676 - 上月 2.864532
R36,2025-10,快手私信,False,5.44591258,连续3个完整月上升,2.864532 -> 1.924676 -> 5.445913
R37,2025-10,快手私信,True,3.52123704,> 0.05（5个百分点）,本月CAC率 5.445913 - 上月 1.924676
R37,2025-09,抖音,False,-0.12655955,> 0.05（5个百分点）,本月CAC率 1.585883 - 上月 1.712442
R36,2025-10,抖音,False,1.42049149,连续3个完整月上升,1.712442 -> 1.585883 -> 1.420491
R37,2025-10,抖音,False,-0.16539120,> 0.05（5个百分点）,本月CAC率 1.420491 - 上月 1.585883
R37,2025-09,抖音-免费,False,0.00000000,> 0.05（5个百分点）,本月CAC率 0.000000 - 上月 0.000000
R37,2025-10,抖音品专,False,0.00000000,> 0.05（5个百分点）,本月CAC率 0.000000 - 上月 0.000000
R37,2025-09,抖音品牌,True,0.71840080,> 0.05（5个百分点）,本月CAC率 3.111404 - 上月 2.393003
R36,2025-10,抖音品牌,False,1.57966558,连续3个完整月上升,2.393003 -> 3.111404 -> 1.579666
R37,2025-10,抖音品牌,False,-1.53173795,> 0.05（5个百分点）,本月CAC率 1.579666 - 上月 3.111404
R37,2025-09,抖音星图轻运动-DY-短直视频,True,0.68661365,> 0.05（5个百分点）,本月CAC率 1.733170 - 上月 1.046556
R36,2025-10,抖音星图轻运动-DY-短直视频,False,1.51539091,连续3个完整月上升,1.046556 -> 1.733170 -> 1.515391
R37,2025-10,抖音星图轻运动-DY-短直视频,False,-0.21777900,> 0.05（5个百分点）,本月CAC率 1.515391 - 上月 1.733170
R37,2025-09,抖音直播,False,-0.53009006,> 0.05（5个百分点）,本月CAC率 2.405280 - 上月 2.935370
R36,2025-10,抖音直播,False,4.86032942,连续3个完整月上升,2.935370 -> 2.405280 -> 4.860329
R37,2025-10,抖音直播,True,2.45504950,> 0.05（5个百分点）,本月CAC率 4.860329 - 上月 2.405280
R37,2025-09,抖音购物车,True,0.08270826,> 0.05（5个百分点）,本月CAC率 1.444443 - 上月 1.361735
R36,2025-10,抖音购物车,False,1.34767962,连续3个完整月上升,1.361735 -> 1.444443 -> 1.347680
R37,2025-10,抖音购物车,False,-0.09676353,> 0.05（5个百分点）,本月CAC率 1.347680 - 上月 1.444443
R37,2025-09,摄影存量,False,-0.07808144,> 0.05（5个百分点）,本月CAC率 0.970098 - 上月 1.048179
R36,2025-10,摄影存量,False,0.23435234,连续3个完整月上升,1.048179 -> 0.970098 -> 0.234352
R37,2025-10,摄影存量,False,-0.73574552,> 0.05（5个百分点）,本月CAC率 0.234352 - 上月 0.970098
R37,2025-09,摄影师路白-DY-短直视频,False,-0.33562296,> 0.05（5个百分点）,本月CAC率 0.362057 - 上月 0.697680
R36,2025-10,摄影师路白-DY-短直视频,False,0.73363116,连续3个完整月上升,0.697680 -> 0.362057 -> 0.733631
R37,2025-10,摄影师路白-DY-短直视频,True,0.37157454,> 0.05（5个百分点）,本月CAC率 0.733631 - 上月 0.362057
R37,2025-09,敬泽摄影师-DY-短直视频,False,-0.24664904,> 0.05（5个百分点）,本月CAC率 0.753298 - 上月 0.999947
R36,2025-10,敬泽摄影师-DY-短直视频,False,0.81750843,连续3个完整月上升,0.999947 -> 0.753298 -> 0.817508
R37,2025-10,敬泽摄影师-DY-短直视频,True,0.06421066,> 0.05（5个百分点）,本月CAC率 0.817508 - 上月 0.753298
R37,2025-09,晓峰老师教音乐-sp-短直视频,False,-1.97934954,> 0.05（5个百分点）,本月CAC率 0.000000 - 上月 1.979350
R37,2025-09,晖正浩原-G-公众号,False,-0.26884990,> 0.05（5个百分点）,本月CAC率 0.924767 - 上月 1.193617
R36,2025-10,晖正浩原-G-公众号,False,0.79466612,连续3个完整月上升,1.193617 -> 0.924767 -> 0.794666
R37,2025-10,晖正浩原-G-公众号,False,-0.13010107,> 0.05（5个百分点）,本月CAC率 0.794666 - 上月 0.924767
R37,2025-09,未来时代-G-公众号,False,-0.45474559,> 0.05（5个百分点）,本月CAC率 0.893833 - 上月 1.348579
R36,2025-10,未来时代-G-公众号,False,1.57110483,连续3个完整月上升,1.348579 -> 0.893833 -> 1.571105
R37,2025-10,未来时代-G-公众号,True,0.67727153,> 0.05（5个百分点）,本月CAC率 1.571105 - 上月 0.893833
R37,2025-09,杭州乐潼-G-公众号,True,0.32222302,> 0.05（5个百分点）,本月CAC率 0.984807 - 上月 0.662584
R37,2025-09,杭州真量-APP-垂直应用,True,2.10263727,> 0.05（5个百分点）,本月CAC率 3.760926 - 上月 1.658288
R36,2025-10,杭州真量-APP-垂直应用,False,1.17671484,连续3个完整月上升,1.658288 -> 3.760926 -> 1.176715
R37,2025-10,杭州真量-APP-垂直应用,False,-2.58421073,> 0.05（5个百分点）,本月CAC率 1.176715 - 上月 3.760926
R37,2025-09,欣姐食养记-SY-小绿书,False,0.00000000,> 0.05（5个百分点）,本月CAC率 0.000000 - 上月 0.000000
R37,2025-09,江西乐达-G-公众号,False,-0.00440114,> 0.05（5个百分点）,本月CAC率 1.550141 - 上月 1.554542
R36,2025-10,江西乐达-G-公众号,False,1.71778659,连续3个完整月上升,1.554542 -> 1.550141 -> 1.717787
R37,2025-10,江西乐达-G-公众号,True,0.16764574,> 0.05（5个百分点）,本月CAC率 1.717787 - 上月 1.550141
R37,2025-09,河北灵创-G-公众号,True,0.05525294,> 0.05（5个百分点）,本月CAC率 1.927414 - 上月 1.872161
R36,2025-10,河北灵创-G-公众号,True,2.07252255,连续3个完整月上升,1.872161 -> 1.927414 -> 2.072523
R37,2025-10,河北灵创-G-公众号,True,0.14510832,> 0.05（5个百分点）,本月CAC率 2.072523 - 上月 1.927414
R37,2025-09,河北灵创-G-视频号,False,-0.69191568,> 0.05（5个百分点）,本月CAC率 1.472554 - 上月 2.164470
R36,2025-10,河北灵创-G-视频号,False,1.55998820,连续3个完整月上升,2.164470 -> 1.472554 -> 1.559988
R37,2025-10,河北灵创-G-视频号,True,0.08743377,> 0.05（5个百分点）,本月CAC率 1.559988 - 上月 1.472554
R37,2025-09,海学吉米-G-公众号,True,0.06590977,> 0.05（5个百分点）,本月CAC率 0.521713 - 上月 0.455803
R36,2025-10,海学吉米-G-公众号,False,0.37626590,连续3个完整月上升,0.455803 -> 0.521713 -> 0.376266
R37,2025-10,海学吉米-G-公众号,False,-0.14544737,> 0.05（5个百分点）,本月CAC率 0.376266 - 上月 0.521713
R37,2025-09,海波-SP-短直视频,False,-0.03880907,> 0.05（5个百分点）,本月CAC率 1.112209 - 上月 1.151018
R36,2025-10,海波-SP-短直视频,False,1.20619647,连续3个完整月上升,1.151018 -> 1.112209 -> 1.206196
R37,2025-10,海波-SP-短直视频,True,0.09398754,> 0.05（5个百分点）,本月CAC率 1.206196 - 上月 1.112209
R37,2025-10,湖南易满-TS-其他异业,True,0.83909534,> 0.05（5个百分点）,本月CAC率 0.839095 - 上月 0.000000
R37,2025-09,湖南浩娱-DY-短直视频,False,-0.12297217,> 0.05（5个百分点）,本月CAC率 1.286944 - 上月 1.409916
R36,2025-10,湖南浩娱-DY-短直视频,False,2.81786475,连续3个完整月上升,1.409916 -> 1.286944 -> 2.817865
R37,2025-10,湖南浩娱-DY-短直视频,True,1.53092123,> 0.05（5个百分点）,本月CAC率 2.817865 - 上月 1.286944
R37,2025-09,热门好课,False,0.00000000,> 0.05（5个百分点）,本月CAC率 0.000000 - 上月 0.000000
R36,2025-10,热门好课,False,0.00000000,连续3个完整月上升,0.000000 -> 0.000000 -> 0.000000
R37,2025-10,热门好课,False,0.00000000,> 0.05（5个百分点）,本月CAC率 0.000000 - 上月 0.000000
R37,2025-09,爱奇艺,False,-0.67772699,> 0.05（5个百分点）,本月CAC率 1.064947 - 上月 1.742674
R36,2025-10,爱奇艺,False,2.13378242,连续3个完整月上升,1.742674 -> 1.064947 -> 2.133782
R37,2025-10,爱奇艺,True,1.06883574,> 0.05（5个百分点）,本月CAC率 2.133782 - 上月 1.064947
R37,2025-10,电商品6,True,1.38551662,> 0.05（5个百分点）,本月CAC率 2.405622 - 上月 1.020106
R37,2025-09,电商瑜伽1-包裹卡,False,-1.94472251,> 0.05（5个百分点）,本月CAC率 1.544864 - 上月 3.489587
R36,2025-10,电商瑜伽1-包裹卡,False,0.15633650,连续3个完整月上升,3.489587 -> 1.544864 -> 0.156336
R37,2025-10,电商瑜伽1-包裹卡,False,-1.38852762,> 0.05（5个百分点）,本月CAC率 0.156336 - 上月 1.544864
R37,2025-09,电商瑜伽1-直播,False,-1.06859285,> 0.05（5个百分点）,本月CAC率 1.742800 - 上月 2.811393
R37,2025-09,百度,False,0.02992778,> 0.05（5个百分点）,本月CAC率 1.554922 - 上月 1.524994
R36,2025-10,百度,False,1.37789588,连续3个完整月上升,1.524994 -> 1.554922 -> 1.377896
R37,2025-10,百度,False,-0.17702618,> 0.05（5个百分点）,本月CAC率 1.377896 - 上月 1.554922
R37,2025-09,百度直播,False,-1.66508579,> 0.05（5个百分点）,本月CAC率 2.413871 - 上月 4.078956
R36,2025-10,百度直播,False,1.51245681,连续3个完整月上升,4.078956 -> 2.413871 -> 1.512457
R37,2025-10,百度直播,False,-0.90141385,> 0.05（5个百分点）,本月CAC率 1.512457 - 上月 2.413871
R37,2025-09,真祺-sp-短直视频,False,-0.04541602,> 0.05（5个百分点）,本月CAC率 0.854405 - 上月 0.899821
R36,2025-10,真祺-sp-短直视频,False,0.78664299,连续3个完整月上升,0.899821 -> 0.854405 -> 0.786643
R37,2025-10,真祺-sp-短直视频,False,-0.06776237,> 0.05（5个百分点）,本月CAC率 0.786643 - 上月 0.854405
R37,2025-09,穿山甲,False,-0.04734966,> 0.05（5个百分点）,本月CAC率 2.157525 - 上月 2.204875
R36,2025-10,穿山甲,False,1.29800664,连续3个完整月上升,2.204875 -> 2.157525 -> 1.298007
R37,2025-10,穿山甲,False,-0.85951855,> 0.05（5个百分点）,本月CAC率 1.298007 - 上月 2.157525
R37,2025-09,联合百度,False,-0.13313613,> 0.05（5个百分点）,本月CAC率 1.863917 - 上月 1.997053
R36,2025-10,联合百度,False,1.72960757,连续3个完整月上升,1.997053 -> 1.863917 -> 1.729608
R37,2025-10,联合百度,False,-0.13430900,> 0.05（5个百分点）,本月CAC率 1.729608 - 上月 1.863917
R37,2025-09,联合视频号,False,-0.20522678,> 0.05（5个百分点）,本月CAC率 3.306084 - 上月 3.511311
R36,2025-10,联合视频号,False,0.96011874,连续3个完整月上升,3.511311 -> 3.306084 -> 0.960119
R37,2025-10,联合视频号,False,-2.34596501,> 0.05（5个百分点）,本月CAC率 0.960119 - 上月 3.306084
R37,2025-09,董文立老师-DY-短直视频,True,0.08719565,> 0.05（5个百分点）,本月CAC率 1.013523 - 上月 0.926327
R36,2025-10,董文立老师-DY-短直视频,True,1.67794270,连续3个完整月上升,0.926327 -> 1.013523 -> 1.677943
R37,2025-10,董文立老师-DY-短直视频,True,0.66442001,> 0.05（5个百分点）,本月CAC率 1.677943 - 上月 1.013523
R37,2025-09,视频号,False,-0.05902532,> 0.05（5个百分点）,本月CAC率 1.668150 - 上月 1.727175
R36,2025-10,视频号,False,1.57050342,连续3个完整月上升,1.727175 -> 1.668150 -> 1.570503
R37,2025-10,视频号,False,-0.09764662,> 0.05（5个百分点）,本月CAC率 1.570503 - 上月 1.668150
R37,2025-09,视频号直播,True,0.47714736,> 0.05（5个百分点）,本月CAC率 2.105678 - 上月 1.628530
R36,2025-10,视频号直播,False,1.82068610,连续3个完整月上升,1.628530 -> 2.105678 -> 1.820686
R37,2025-10,视频号直播,False,-0.28499153,> 0.05（5个百分点）,本月CAC率 1.820686 - 上月 2.105678
R37,2025-09,重庆唱歌直播机构达人-DY-短直视频,False,-1.62542526,> 0.05（5个百分点）,本月CAC率 0.000000 - 上月 1.625425
R36,2025-10,重庆唱歌直播机构达人-DY-短直视频,False,0.00000000,连续3个完整月上升,1.625425 -> 0.000000 -> 0.000000
R37,2025-10,重庆唱歌直播机构达人-DY-短直视频,False,0.00000000,> 0.05（5个百分点）,本月CAC率 0.000000 - 上月 0.000000
R37,2025-09,长沙昕娱-DY-短直视频,True,2.73878909,> 0.05（5个百分点）,本月CAC率 3.641140 - 上月 0.902351
R37,2025-09,鹿邑-摄影粉-DY-直播,False,-0.01889589,> 0.05（5个百分点）,本月CAC率 1.118107 - 上月 1.137003
R36,2025-10,鹿邑-摄影粉-DY-直播,False,1.07911909,连续3个完整月上升,1.137003 -> 1.118107 -> 1.079119
R37,2025-10,鹿邑-摄影粉-DY-直播,False,-0.03898827,> 0.05（5个百分点）,本月CAC率 1.079119 - 上月 1.118107
R61,2025-08,__ALL__,False,0.03796746,> 0.20,ROI<0.5渠道成本 / 全渠道成本
R61,2025-09,__ALL__,False,0.02889076,> 0.20,ROI<0.5渠道成本 / 全渠道成本
R61,2025-10,__ALL__,False,0.01024455,> 0.20,ROI<0.5渠道成本 / 全渠道成本
